,artist_names,track_id,popularity,Value
0,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0,album rock
1,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, classic rock
2,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, country rock
3,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, folk
4,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, folk rock
5,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, rock
6,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, roots rock
7,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,71.0, singer-songwriter
8,Nirvana,5ghIJDpPoe3CfHMGu71E6T,81.0,alternative rock
9,Nirvana,5ghIJDpPoe3CfHMGu71E6T,81.0, grunge
10,Nirvana,5ghIJDpPoe3CfHMGu71E6T,81.0, permanent wave
11,Nirvana,5ghIJDpPoe3CfHMGu71E6T,81.0, rock
12,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0,beatlesque
13,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0, british invasion
14,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0, classic rock
15,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0, merseybeat
16,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0, psychedelic rock
17,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,83.0, rock
18,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0,baroque pop
19,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0, brill building pop
20,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0, classic rock
21,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0, psychedelic rock
22,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0, rock
23,The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,72.0, sunshine pop
24,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,65.0,classic rock
25,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,65.0, rock
26,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,65.0, rock-and-roll
27,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,65.0, rockabilly
28,Aretha Franklin,7s25THrKz86DM225dOYwnr,70.0,classic soul
29,Aretha Franklin,7s25THrKz86DM225dOYwnr,70.0, jazz blues
30,Aretha Franklin,7s25THrKz86DM225dOYwnr,70.0, memphis soul
31,Aretha Franklin,7s25THrKz86DM225dOYwnr,70.0, soul
32,Aretha Franklin,7s25THrKz86DM225dOYwnr,70.0, southern soul
33,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,58.0,brill building pop
34,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,58.0, classic girl group
35,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,58.0, rock-and-roll
36,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,58.0, soul
37,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0,classic soul
38,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, funk
39,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, indie r&b
40,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, motown
41,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, northern soul
42,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, quiet storm
43,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,72.0, soul
44,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0,classic soul
45,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, funk
46,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, indie r&b
47,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, motown
48,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, northern soul
49,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, quiet storm
50,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,72.0, soul
51,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,78.0,british invasion
52,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,78.0, classic rock
53,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,78.0, rock
54,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,82.0,pop
55,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,82.0, r&b
56,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,82.0, soul
57,Elvis Presley,1iUgrte2PxLxQ6Te95RnAV,80.0,rock-and-roll
58,Elvis Presley,1iUgrte2PxLxQ6Te95RnAV,80.0, rockabilly
59,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0,classic rock
60,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0, heartland rock
61,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0, mellow gold
62,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0, permanent wave
63,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0, rock
64,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,75.0, singer-songwriter
65,The Who,4u9f8hqstB7iITDJNzKhQx,68.0,album rock
66,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, art rock
67,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, blues rock
68,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, british invasion
69,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, classic rock
70,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, hard rock
71,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, mellow gold
72,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, psychedelic rock
73,The Who,4u9f8hqstB7iITDJNzKhQx,68.0, rock
74,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0,alternative rock
75,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, art rock
76,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, madchester
77,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, new wave
78,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, post-punk
79,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, rock
80,Joy Division,34iOH7LY3vme5rQxsVILZ4,64.0, uk post-punk
81,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0,baroque pop
82,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0, brill building pop
83,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0, classic rock
84,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0, psychedelic rock
85,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0, rock
86,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,72.0, sunshine pop
87,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,68.0,classic soul
88,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,68.0, memphis soul
89,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,68.0, soul
90,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,68.0, soul blues
91,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,68.0, southern soul
92,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0,atl hip hop
93,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, dirty south rap
94,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, hip hop
95,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, old school atlanta hip hop
96,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, pop rap
97,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, rap
98,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,74.0, southern hip hop
99,Sex Pistols,3LoDeIbiR12sAznmpNEmKA,58.0,punk
100,Sex Pistols,3LoDeIbiR12sAznmpNEmKA,58.0, rock
101,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,68.0,dance pop
102,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,68.0, indietronica
103,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,68.0, new rave
104,The Clash,5jzma6gCzYtKB1DbEwFZKH,70.0,classic rock
105,The Clash,5jzma6gCzYtKB1DbEwFZKH,70.0, permanent wave
106,The Clash,5jzma6gCzYtKB1DbEwFZKH,70.0, punk
107,The Clash,5jzma6gCzYtKB1DbEwFZKH,70.0, rock
108,The Rolling Stones,1Ud6moTC0KyXMq1Oxfien0,78.0,british invasion
109,The Rolling Stones,1Ud6moTC0KyXMq1Oxfien0,78.0, classic rock
110,The Rolling Stones,1Ud6moTC0KyXMq1Oxfien0,78.0, rock
111,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0,beatlesque
112,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0, british invasion
113,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0, classic rock
114,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0, merseybeat
115,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0, psychedelic rock
116,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,83.0, rock
117,Little Richard,2iXcvnD3d1gfLBum0cE5Eg,58.0,brill building pop
118,Little Richard,2iXcvnD3d1gfLBum0cE5Eg,58.0, rock-and-roll
119,Little Richard,2iXcvnD3d1gfLBum0cE5Eg,58.0, rockabilly
120,Little Richard,2iXcvnD3d1gfLBum0cE5Eg,58.0, soul
121,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,77.0,album rock
122,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,77.0, classic rock
123,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,77.0, hard rock
124,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,77.0, rock
125,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0,bronx hip hop
126,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, electro
127,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, old school hip hop
128,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, bronx hip hop
129,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, east coast hip hop
130,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, electro
131,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, hip house
132,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, old school hip hop
133,"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,43.0, 
134,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0,adult standards
135,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, classic soul
136,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, jazz blues
137,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, piano blues
138,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, soul
139,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, soul blues
140,Ray Charles,3JvDEbXLKUxaNv0D0txup5,66.0, vocal jazz
141,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0,album rock
142,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0, art rock
143,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0, beatlesque
144,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0, classic rock
145,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0, mellow gold
146,John Lennon,7pKfPomDEeI4TPT6EOYjn9,69.0, rock
147,Sam Cooke,0KOE1hat4SIer491XKk4Pa,66.0,brill building pop
148,Sam Cooke,0KOE1hat4SIer491XKk4Pa,66.0, classic soul
149,Sam Cooke,0KOE1hat4SIer491XKk4Pa,66.0, rock-and-roll
150,Sam Cooke,0KOE1hat4SIer491XKk4Pa,66.0, soul
151,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,78.0,art rock
152,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,78.0, classic rock
153,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,78.0, glam rock
154,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,78.0, permanent wave
155,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,78.0, rock
156,Prince,51H2y6YrNNXcy3dfc3qSbA,71.0,funk
157,Prince,51H2y6YrNNXcy3dfc3qSbA,71.0, funk rock
158,Prince,51H2y6YrNNXcy3dfc3qSbA,71.0, minneapolis sound
159,Prince,51H2y6YrNNXcy3dfc3qSbA,71.0, synth funk
160,Stevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,75.0,funk
161,Stevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,75.0, indie r&b
162,Stevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,75.0, motown
163,Stevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,75.0, quiet storm
164,Stevie Wonder,4N0TP4Rmj6QQezWV88ARNJ,75.0, soul
165,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0,alternative rock
166,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, britpop
167,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, indie rock
168,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, new wave
169,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, permanent wave
170,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, pop rock
171,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, rock
172,Pulp,2fXKyAyPrEa24c6PJyqznF,60.0, sheffield indie
173,The Rolling Stones,6H3kDe7CGoWYBabAeVWGiD,78.0,british invasion
174,The Rolling Stones,6H3kDe7CGoWYBabAeVWGiD,78.0, classic rock
175,The Rolling Stones,6H3kDe7CGoWYBabAeVWGiD,78.0, rock
176,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0,adult standards
177,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, harlem renaissance
178,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, jazz
179,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, jazz blues
180,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, lounge
181,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, torch song
182,Billie Holiday,1CTex49P0iWwzUGsMNjgaV,65.0, vocal jazz
183,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0,album rock
184,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, british invasion
185,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, classic rock
186,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, folk rock
187,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, glam rock
188,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, mellow gold
189,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, protopunk
190,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, psychedelic rock
191,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, rock
192,The Kinks,29SyMC0plk6qw8NMF7lfRL,65.0, singer-songwriter
193,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0,dance pop
194,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0, pop
195,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0, r&b
196,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0, east coast hip hop
197,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0, hip hop
198,"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,86.0, rap
199,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0,alternative rock
200,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, blues rock
201,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, detroit rock
202,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, garage rock
203,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, modern blues rock
204,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, modern rock
205,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, permanent wave
206,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, punk blues
207,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,71.0, rock
208,R.E.M.,31AOj9sFz2gM0O3hMARRBx,73.0,alternative rock
209,R.E.M.,31AOj9sFz2gM0O3hMARRBx,73.0, athens indie
210,R.E.M.,31AOj9sFz2gM0O3hMARRBx,73.0, permanent wave
211,R.E.M.,31AOj9sFz2gM0O3hMARRBx,73.0, pop rock
212,R.E.M.,31AOj9sFz2gM0O3hMARRBx,73.0, rock
213,Sex Pistols,6ui6l3ZNvlrGQZArwo8195,58.0,punk
214,Sex Pistols,6ui6l3ZNvlrGQZArwo8195,58.0, rock
215,Queen,7tFiyTwD0nx5a1eklYtX2J,85.0,classic rock
216,Queen,7tFiyTwD0nx5a1eklYtX2J,85.0, glam rock
217,Queen,7tFiyTwD0nx5a1eklYtX2J,85.0, rock
218,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0,art rock
219,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, dance rock
220,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, madchester
221,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, new romantic
222,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, new wave
223,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, new wave pop
224,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, permanent wave
225,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, pop rock
226,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, post-punk
227,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, rock
228,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, synthpop
229,New Order,6hHc7Pks7wtBIW8Z6A0iFq,66.0, uk post-punk
230,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0,acid rock
231,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, album rock
232,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, blues rock
233,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, classic rock
234,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, hard rock
235,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, proto-metal
236,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, psychedelic rock
237,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,70.0, rock
238,The Kingsmen,0iA3xXSkSCiJywKyo1UKjQ,48.0,classic garage rock
239,The Jackson 5,5LxvwujISqiB8vpRYv887S,66.0,motown
240,The Jackson 5,5LxvwujISqiB8vpRYv887S,66.0, soul
241,Gnarls Barkley,2N5zMZX7YeL1tico8oQxa9,63.0,atl hip hop
242,Gnarls Barkley,2N5zMZX7YeL1tico8oQxa9,63.0, neo soul
243,The Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,61.0,adult standards
244,The Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,61.0, brill building pop
245,The Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,61.0, bubblegum pop
246,The Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,61.0, rock-and-roll
247,The Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,61.0, rockabilly
248,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0,album rock
249,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, british invasion
250,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, classic rock
251,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, folk rock
252,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, glam rock
253,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, mellow gold
254,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, protopunk
255,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, psychedelic rock
256,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, rock
257,The Kinks,5nrmGFJ87crVoJF5xdRqwn,65.0, singer-songwriter
258,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0,alternative rock
259,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0, dance rock
260,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0, indie rock
261,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0, modern rock
262,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0, rock
263,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,68.0, scottish rock
264,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0,dance pop
265,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, hip hop
266,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, hip pop
267,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, pop rap
268,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, r&b
269,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, rap
270,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, urban contemporary
271,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,71.0, virginia hip hop
272,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0,adult standards
273,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, brill building pop
274,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, bubblegum pop
275,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, classic rock
276,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, folk rock
277,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, rock-and-roll
278,Buddy Holly,50RwvvEKX5Q7AZt8FTAwIF,59.0, rockabilly
279,The Doors,5uvosCdMlFdTXhoazkTI5R,72.0,acid rock
280,The Doors,5uvosCdMlFdTXhoazkTI5R,72.0, classic rock
281,The Doors,5uvosCdMlFdTXhoazkTI5R,72.0, psychedelic rock
282,The Doors,5uvosCdMlFdTXhoazkTI5R,72.0, rock
283,Donna Summer,3x0wa95iAU1ZMmf3yAQkjZ,64.0,dance pop
284,Donna Summer,3x0wa95iAU1ZMmf3yAQkjZ,64.0, disco
285,Donna Summer,3x0wa95iAU1ZMmf3yAQkjZ,64.0, hi-nrg
286,Donna Summer,3x0wa95iAU1ZMmf3yAQkjZ,64.0, new wave pop
287,The Smiths,0WQiDwKJclirSYG9v5tayI,76.0,madchester
288,The Smiths,0WQiDwKJclirSYG9v5tayI,76.0, new wave
289,The Smiths,0WQiDwKJclirSYG9v5tayI,76.0, permanent wave
290,The Smiths,0WQiDwKJclirSYG9v5tayI,76.0, rock
291,The Smiths,0WQiDwKJclirSYG9v5tayI,76.0, uk post-punk
292,David Bowie,72Z17vmmeQKAg8bptWvpVG,78.0,art rock
293,David Bowie,72Z17vmmeQKAg8bptWvpVG,78.0, classic rock
294,David Bowie,72Z17vmmeQKAg8bptWvpVG,78.0, glam rock
295,David Bowie,72Z17vmmeQKAg8bptWvpVG,78.0, permanent wave
296,David Bowie,72Z17vmmeQKAg8bptWvpVG,78.0, rock
297,Ben E. King,7jmHyHMEqm9MJWiMAneF05,64.0,brill building pop
298,Ben E. King,7jmHyHMEqm9MJWiMAneF05,64.0, rock-and-roll
299,Ben E. King,7jmHyHMEqm9MJWiMAneF05,64.0, soul
300,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0,art rock
301,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, beatlesque
302,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, blues rock
303,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, brill building pop
304,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, classic rock
305,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, cosmic american
306,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, country rock
307,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, folk
308,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, folk rock
309,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, mellow gold
310,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, psychedelic rock
311,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, rock
312,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, roots rock
313,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,57.0, soft rock
314,The Verve,57iDDD9N9tTWe75x6qhStw,66.0,alternative rock
315,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, britpop
316,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, neo mellow
317,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, permanent wave
318,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, pop rock
319,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, rock
320,The Verve,57iDDD9N9tTWe75x6qhStw,66.0, shoegaze
321,Bill Haley & His Comets,1uRKT2LRANv4baowBWHfDS,54.0,adult standards
322,Bill Haley & His Comets,1uRKT2LRANv4baowBWHfDS,54.0, brill building pop
323,Bill Haley & His Comets,1uRKT2LRANv4baowBWHfDS,54.0, rock-and-roll
324,Bill Haley & His Comets,1uRKT2LRANv4baowBWHfDS,54.0, rockabilly
325,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0,album rock
326,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, art rock
327,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, blues
328,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, blues rock
329,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, british blues
330,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, classic rock
331,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, country rock
332,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, electric blues
333,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, folk rock
334,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, hard rock
335,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, mellow gold
336,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, psychedelic rock
337,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, rock
338,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,59.0, roots rock
