,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
8753,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,audio_features,6igsoAR6Co9u7Rq3U7mlOD,spotify:track:6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/tracks/6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/audio-analysis/6igsoAR6Co9u7Rq3U7mlOD,279933,4
8754,0.811,0.92,4,-4.642,1,0.113,0.0174,0.00332,0.0923,0.802,137.969,audio_features,17yxzUcZSu3S9KyoGF0ckI,spotify:track:17yxzUcZSu3S9KyoGF0ckI,https://api.spotify.com/v1/tracks/17yxzUcZSu3S9KyoGF0ckI,https://api.spotify.com/v1/audio-analysis/17yxzUcZSu3S9KyoGF0ckI,243187,3
8755,0.818,0.555,7,-11.299,1,0.271,0.101,0.00144,0.146,0.556,138.474,audio_features,1Rn8r2fbWCJhUbCGHimH0t,spotify:track:1Rn8r2fbWCJhUbCGHimH0t,https://api.spotify.com/v1/tracks/1Rn8r2fbWCJhUbCGHimH0t,https://api.spotify.com/v1/audio-analysis/1Rn8r2fbWCJhUbCGHimH0t,181560,4
8756,0.373,0.324,9,-16.436,1,0.0318,0.603,0.198,0.0828,0.079,145.291,audio_features,1RvraGERMPlDqIPzpkCczm,spotify:track:1RvraGERMPlDqIPzpkCczm,https://api.spotify.com/v1/tracks/1RvraGERMPlDqIPzpkCczm,https://api.spotify.com/v1/audio-analysis/1RvraGERMPlDqIPzpkCczm,384867,3
8757,0.557,0.461,5,-6.908,0,0.208,0.485,0.0,0.918,0.438,134.772,audio_features,49Rh91AUiqsv8DbZtYfeml,spotify:track:49Rh91AUiqsv8DbZtYfeml,https://api.spotify.com/v1/tracks/49Rh91AUiqsv8DbZtYfeml,https://api.spotify.com/v1/audio-analysis/49Rh91AUiqsv8DbZtYfeml,229857,4
8758,0.387,0.711,6,-12.111,1,0.307,0.00779,2.47e-05,0.0997,0.929,165.543,audio_features,5Inq0lrOBghlWPbk7XpYpH,spotify:track:5Inq0lrOBghlWPbk7XpYpH,https://api.spotify.com/v1/tracks/5Inq0lrOBghlWPbk7XpYpH,https://api.spotify.com/v1/audio-analysis/5Inq0lrOBghlWPbk7XpYpH,121627,4
8759,0.304,0.795,7,-6.023,1,0.0554,0.55,0.724,0.118,0.35,79.884,audio_features,6pUAg3OgdO2kQ4lub9Tb5m,spotify:track:6pUAg3OgdO2kQ4lub9Tb5m,https://api.spotify.com/v1/tracks/6pUAg3OgdO2kQ4lub9Tb5m,https://api.spotify.com/v1/audio-analysis/6pUAg3OgdO2kQ4lub9Tb5m,279760,4
8760,0.391,0.522,11,-15.572,1,0.0456,0.000168,0.866,0.122,0.268,119.981,audio_features,7lUCYcvrGqOERht1PKRwSE,spotify:track:7lUCYcvrGqOERht1PKRwSE,https://api.spotify.com/v1/tracks/7lUCYcvrGqOERht1PKRwSE,https://api.spotify.com/v1/audio-analysis/7lUCYcvrGqOERht1PKRwSE,336000,4
8761,0.642,0.641,2,-12.444,1,0.049,0.154,1.23e-06,0.0475,0.85,120.316,audio_features,5ZYvcJ04ccUw2Matbnmu0U,spotify:track:5ZYvcJ04ccUw2Matbnmu0U,https://api.spotify.com/v1/tracks/5ZYvcJ04ccUw2Matbnmu0U,https://api.spotify.com/v1/audio-analysis/5ZYvcJ04ccUw2Matbnmu0U,210827,4
8762,0.664,0.67,5,-7.249,0,0.0908,0.0447,0.0286,0.0839,0.738,133.471,audio_features,05EWd987JwAidavzN7ZRyc,spotify:track:05EWd987JwAidavzN7ZRyc,https://api.spotify.com/v1/tracks/05EWd987JwAidavzN7ZRyc,https://api.spotify.com/v1/audio-analysis/05EWd987JwAidavzN7ZRyc,159293,4
8763,0.84,0.405,0,-14.444,0,0.0765,0.419,0.884,0.0474,0.701,124.828,audio_features,6rZrkhk3OmdRlVHUv8wIOg,spotify:track:6rZrkhk3OmdRlVHUv8wIOg,https://api.spotify.com/v1/tracks/6rZrkhk3OmdRlVHUv8wIOg,https://api.spotify.com/v1/audio-analysis/6rZrkhk3OmdRlVHUv8wIOg,341173,4
8764,0.576,0.659,9,-5.617,1,0.0383,0.041,0.0,0.0587,0.717,94.853,audio_features,6J17MkMmuzBiIOjRH6MOBZ,spotify:track:6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/tracks/6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/audio-analysis/6J17MkMmuzBiIOjRH6MOBZ,266040,4
8765,0.317,0.839,1,-6.272,0,0.0509,0.00372,0.00304,0.209,0.293,199.355,audio_features,4Q5rEdxXCYTt33nHm11HQd,spotify:track:4Q5rEdxXCYTt33nHm11HQd,https://api.spotify.com/v1/tracks/4Q5rEdxXCYTt33nHm11HQd,https://api.spotify.com/v1/audio-analysis/4Q5rEdxXCYTt33nHm11HQd,207145,4
8766,0.564,0.858,8,-3.019,1,0.038,0.00082,3.12e-05,0.0881,0.318,117.829,audio_features,5salGxFLSXV88FU6NQ7Iru,spotify:track:5salGxFLSXV88FU6NQ7Iru,https://api.spotify.com/v1/tracks/5salGxFLSXV88FU6NQ7Iru,https://api.spotify.com/v1/audio-analysis/5salGxFLSXV88FU6NQ7Iru,214160,4
8767,0.51,0.458,10,-7.566,1,0.0289,0.551,0.0,0.0853,0.177,123.694,audio_features,2Pxqs0WmxxHTV5QaTdmt3Q,spotify:track:2Pxqs0WmxxHTV5QaTdmt3Q,https://api.spotify.com/v1/tracks/2Pxqs0WmxxHTV5QaTdmt3Q,https://api.spotify.com/v1/audio-analysis/2Pxqs0WmxxHTV5QaTdmt3Q,293853,4
8768,0.516,0.763,7,-7.173,1,0.467,0.257,0.0,0.608,0.378,81.6,audio_features,1sr9lbDDGIxmFK7wUdA1Z8,spotify:track:1sr9lbDDGIxmFK7wUdA1Z8,https://api.spotify.com/v1/tracks/1sr9lbDDGIxmFK7wUdA1Z8,https://api.spotify.com/v1/audio-analysis/1sr9lbDDGIxmFK7wUdA1Z8,253680,4
8769,0.401,0.824,9,-5.421,1,0.0356,0.00625,0.00278,0.344,0.659,146.125,audio_features,1hl9popG7MdtHyGUEwcspD,spotify:track:1hl9popG7MdtHyGUEwcspD,https://api.spotify.com/v1/tracks/1hl9popG7MdtHyGUEwcspD,https://api.spotify.com/v1/audio-analysis/1hl9popG7MdtHyGUEwcspD,224840,4
8770,0.12,0.78,1,-6.031,0,0.0641,0.000119,0.888,0.117,0.134,185.993,audio_features,18e7Jhh2353xNr1hjJgFQH,spotify:track:18e7Jhh2353xNr1hjJgFQH,https://api.spotify.com/v1/tracks/18e7Jhh2353xNr1hjJgFQH,https://api.spotify.com/v1/audio-analysis/18e7Jhh2353xNr1hjJgFQH,314920,4
8771,0.435,0.444,7,-12.816,0,0.0336,0.159,0.000705,0.457,0.734,103.818,audio_features,4sUlsy0tPv9n5nqrqeA0lE,spotify:track:4sUlsy0tPv9n5nqrqeA0lE,https://api.spotify.com/v1/tracks/4sUlsy0tPv9n5nqrqeA0lE,https://api.spotify.com/v1/audio-analysis/4sUlsy0tPv9n5nqrqeA0lE,328360,4
8772,0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,audio_features,5jPPjNMIi1rD6BvQqxhJh5,spotify:track:5jPPjNMIi1rD6BvQqxhJh5,https://api.spotify.com/v1/tracks/5jPPjNMIi1rD6BvQqxhJh5,https://api.spotify.com/v1/audio-analysis/5jPPjNMIi1rD6BvQqxhJh5,124867,4
8773,0.542,0.781,4,-12.592,1,0.109,0.816,0.0283,0.263,0.935,147.183,audio_features,4kj6CdWwrpReAYZjX9Srxq,spotify:track:4kj6CdWwrpReAYZjX9Srxq,https://api.spotify.com/v1/tracks/4kj6CdWwrpReAYZjX9Srxq,https://api.spotify.com/v1/audio-analysis/4kj6CdWwrpReAYZjX9Srxq,162560,4
8774,0.452,0.543,8,-11.124,0,0.0351,0.472,0.00878,0.1,0.544,171.212,audio_features,4cdSdpRnGCXnwxjmHN2nb5,spotify:track:4cdSdpRnGCXnwxjmHN2nb5,https://api.spotify.com/v1/tracks/4cdSdpRnGCXnwxjmHN2nb5,https://api.spotify.com/v1/audio-analysis/4cdSdpRnGCXnwxjmHN2nb5,528067,4
8775,0.685,0.797,2,-5.372,1,0.0558,0.506,0.00923,0.069,0.926,98.614,audio_features,1sXLitmQULzwiWR8D38Ekw,spotify:track:1sXLitmQULzwiWR8D38Ekw,https://api.spotify.com/v1/tracks/1sXLitmQULzwiWR8D38Ekw,https://api.spotify.com/v1/audio-analysis/1sXLitmQULzwiWR8D38Ekw,267533,4
8776,0.6,0.949,7,-5.473,0,0.0556,0.187,0.00539,0.105,0.752,99.387,audio_features,3rW0ATGLT6kOUtfsIKygyI,spotify:track:3rW0ATGLT6kOUtfsIKygyI,https://api.spotify.com/v1/tracks/3rW0ATGLT6kOUtfsIKygyI,https://api.spotify.com/v1/audio-analysis/3rW0ATGLT6kOUtfsIKygyI,277147,4
8777,0.403,0.525,5,-9.287,1,0.0941,0.393,0.0,0.214,0.58,82.859,audio_features,1CPmTJHyeVRWsc6Va27fpQ,spotify:track:1CPmTJHyeVRWsc6Va27fpQ,https://api.spotify.com/v1/tracks/1CPmTJHyeVRWsc6Va27fpQ,https://api.spotify.com/v1/audio-analysis/1CPmTJHyeVRWsc6Va27fpQ,226627,4
8778,0.514,0.863,5,-6.716,1,0.0363,3.45e-05,0.654,0.571,0.0789,120.005,audio_features,32cEAIs0LGOMK5lCZ8cr2I,spotify:track:32cEAIs0LGOMK5lCZ8cr2I,https://api.spotify.com/v1/tracks/32cEAIs0LGOMK5lCZ8cr2I,https://api.spotify.com/v1/audio-analysis/32cEAIs0LGOMK5lCZ8cr2I,705000,4
8779,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,audio_features,4f3RDq9nYPBeR1yMSgnmBm,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/tracks/4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/audio-analysis/4f3RDq9nYPBeR1yMSgnmBm,310080,4
8780,0.501,0.825,0,-7.503,1,0.0346,0.505,2.2e-05,0.361,0.814,106.923,audio_features,7pTL00cPeIGhvVNlq5qP0k,spotify:track:7pTL00cPeIGhvVNlq5qP0k,https://api.spotify.com/v1/tracks/7pTL00cPeIGhvVNlq5qP0k,https://api.spotify.com/v1/audio-analysis/7pTL00cPeIGhvVNlq5qP0k,123453,4
8781,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,audio_features,1OFKUn2VLafrHj7ybnap0Q,spotify:track:1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/tracks/1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/audio-analysis/1OFKUn2VLafrHj7ybnap0Q,229587,4
8782,0.848,0.634,10,-5.924,0,0.0574,0.0069,0.00348,0.0652,0.915,111.993,audio_features,7dBg7SkO2mcUYkSJM71DzY,spotify:track:7dBg7SkO2mcUYkSJM71DzY,https://api.spotify.com/v1/tracks/7dBg7SkO2mcUYkSJM71DzY,https://api.spotify.com/v1/audio-analysis/7dBg7SkO2mcUYkSJM71DzY,350827,4
8783,0.496,0.967,5,-5.591,0,0.0613,1.77e-05,0.344,0.116,0.269,128.699,audio_features,3p6p3urFbu3rZbPFzCiJXM,spotify:track:3p6p3urFbu3rZbPFzCiJXM,https://api.spotify.com/v1/tracks/3p6p3urFbu3rZbPFzCiJXM,https://api.spotify.com/v1/audio-analysis/3p6p3urFbu3rZbPFzCiJXM,276947,4
8784,0.821,0.648,0,-11.947,1,0.0541,0.000269,0.758,0.0417,0.961,131.63,audio_features,5d91gYhpa5j11JKx2fgWHx,spotify:track:5d91gYhpa5j11JKx2fgWHx,https://api.spotify.com/v1/tracks/5d91gYhpa5j11JKx2fgWHx,https://api.spotify.com/v1/audio-analysis/5d91gYhpa5j11JKx2fgWHx,485800,4
8785,0.741,0.375,7,-13.836,1,0.0486,0.398,0.903,0.0997,0.102,102.028,audio_features,7uW6TpsG5sqP5JxTLV7Bf0,spotify:track:7uW6TpsG5sqP5JxTLV7Bf0,https://api.spotify.com/v1/tracks/7uW6TpsG5sqP5JxTLV7Bf0,https://api.spotify.com/v1/audio-analysis/7uW6TpsG5sqP5JxTLV7Bf0,342163,4
8786,0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,audio_features,4U7NhC2rQTAhH7dw7H0goB,spotify:track:4U7NhC2rQTAhH7dw7H0goB,https://api.spotify.com/v1/tracks/4U7NhC2rQTAhH7dw7H0goB,https://api.spotify.com/v1/audio-analysis/4U7NhC2rQTAhH7dw7H0goB,205987,4
8787,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,audio_features,0CZ8lquoTX2Dkg7Ak2inwA,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,225133,4
8788,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4
8789,0.601,0.768,8,-5.712,1,0.386,0.141,0.0,0.482,0.634,152.45,audio_features,5Rkbnhwkb6oiqq1HQcXirN,spotify:track:5Rkbnhwkb6oiqq1HQcXirN,https://api.spotify.com/v1/tracks/5Rkbnhwkb6oiqq1HQcXirN,https://api.spotify.com/v1/audio-analysis/5Rkbnhwkb6oiqq1HQcXirN,347507,4
8790,0.174,0.794,8,-5.336,1,0.0314,0.00217,0.733,0.0786,0.0976,91.665,audio_features,2ZgyzFYYOz21b2AhPPkWKF,spotify:track:2ZgyzFYYOz21b2AhPPkWKF,https://api.spotify.com/v1/tracks/2ZgyzFYYOz21b2AhPPkWKF,https://api.spotify.com/v1/audio-analysis/2ZgyzFYYOz21b2AhPPkWKF,236707,4
8791,0.557,0.483,5,-10.579,1,0.038,0.421,0.0,0.318,0.679,117.652,audio_features,0LWhcj0hd4a4Y5oO2GRpyG,spotify:track:0LWhcj0hd4a4Y5oO2GRpyG,https://api.spotify.com/v1/tracks/0LWhcj0hd4a4Y5oO2GRpyG,https://api.spotify.com/v1/audio-analysis/0LWhcj0hd4a4Y5oO2GRpyG,146197,4
8792,0.801,0.372,2,-18.016,0,0.0603,0.432,0.0148,0.136,0.635,146.275,audio_features,7oujRab0BCHrEOJWtNoZb1,spotify:track:7oujRab0BCHrEOJWtNoZb1,https://api.spotify.com/v1/tracks/7oujRab0BCHrEOJWtNoZb1,https://api.spotify.com/v1/audio-analysis/7oujRab0BCHrEOJWtNoZb1,139440,4
8793,0.42,0.398,4,-13.626,1,0.025,0.219,0.36,0.258,0.267,77.689,audio_features,2sXBdtNvV7fn1wbTzFrKrf,spotify:track:2sXBdtNvV7fn1wbTzFrKrf,https://api.spotify.com/v1/tracks/2sXBdtNvV7fn1wbTzFrKrf,https://api.spotify.com/v1/audio-analysis/2sXBdtNvV7fn1wbTzFrKrf,298280,4
8794,0.504,0.846,8,-4.72,0,0.041,0.0737,0.0,0.104,0.382,129.963,audio_features,0w8WLoEoPnAp2hiDiHQn7O,spotify:track:0w8WLoEoPnAp2hiDiHQn7O,https://api.spotify.com/v1/tracks/0w8WLoEoPnAp2hiDiHQn7O,https://api.spotify.com/v1/audio-analysis/0w8WLoEoPnAp2hiDiHQn7O,188400,4
8795,0.486,0.934,0,-3.253,1,0.0701,0.00248,0.0,0.0892,0.765,170.007,audio_features,7bvBOzSYbzUMg9ElqkWQiA,spotify:track:7bvBOzSYbzUMg9ElqkWQiA,https://api.spotify.com/v1/tracks/7bvBOzSYbzUMg9ElqkWQiA,https://api.spotify.com/v1/audio-analysis/7bvBOzSYbzUMg9ElqkWQiA,191760,4
8796,0.54,0.492,0,-9.087,1,0.0286,0.473,0.0,0.046,0.552,121.832,audio_features,15CatBJBZlCFWkZSXbwzzy,spotify:track:15CatBJBZlCFWkZSXbwzzy,https://api.spotify.com/v1/tracks/15CatBJBZlCFWkZSXbwzzy,https://api.spotify.com/v1/audio-analysis/15CatBJBZlCFWkZSXbwzzy,194400,4
8797,0.329,0.658,9,-6.017,1,0.0351,0.797,0.612,0.161,0.633,150.236,audio_features,5BquOJwWEEJMGqXsUNWjHu,spotify:track:5BquOJwWEEJMGqXsUNWjHu,https://api.spotify.com/v1/tracks/5BquOJwWEEJMGqXsUNWjHu,https://api.spotify.com/v1/audio-analysis/5BquOJwWEEJMGqXsUNWjHu,329400,4
8798,0.597,0.308,7,-16.527,1,0.0452,0.795,4.03e-05,0.0469,0.413,75.414,audio_features,4ukHl5HFRNARRnIWc4Oj83,spotify:track:4ukHl5HFRNARRnIWc4Oj83,https://api.spotify.com/v1/tracks/4ukHl5HFRNARRnIWc4Oj83,https://api.spotify.com/v1/audio-analysis/4ukHl5HFRNARRnIWc4Oj83,272200,4
8799,0.442,0.381,1,-10.316,1,0.094,0.751,0.000465,0.0942,0.249,78.324,audio_features,4SliisoHMqiePwGY3ufPge,spotify:track:4SliisoHMqiePwGY3ufPge,https://api.spotify.com/v1/tracks/4SliisoHMqiePwGY3ufPge,https://api.spotify.com/v1/audio-analysis/4SliisoHMqiePwGY3ufPge,207360,4
8800,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,audio_features,4kbz7rHVbyjKasuuqelccQ,spotify:track:4kbz7rHVbyjKasuuqelccQ,https://api.spotify.com/v1/tracks/4kbz7rHVbyjKasuuqelccQ,https://api.spotify.com/v1/audio-analysis/4kbz7rHVbyjKasuuqelccQ,240040,4
8801,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,audio_features,4cg1yakyRSIOjxKM2I7J1q,spotify:track:4cg1yakyRSIOjxKM2I7J1q,https://api.spotify.com/v1/tracks/4cg1yakyRSIOjxKM2I7J1q,https://api.spotify.com/v1/audio-analysis/4cg1yakyRSIOjxKM2I7J1q,176387,4
8802,0.316,0.654,2,-4.012,1,0.0355,0.518,0.0,0.326,0.889,182.332,audio_features,7nRDm1KpJZkN97IyOC0neh,spotify:track:7nRDm1KpJZkN97IyOC0neh,https://api.spotify.com/v1/tracks/7nRDm1KpJZkN97IyOC0neh,https://api.spotify.com/v1/audio-analysis/7nRDm1KpJZkN97IyOC0neh,106000,5
8803,0.828,0.523,11,-8.158,0,0.0347,0.24,1.56e-06,0.23,0.74,105.068,audio_features,5X3qOXlgL9xxbp5DJodphS,spotify:track:5X3qOXlgL9xxbp5DJodphS,https://api.spotify.com/v1/tracks/5X3qOXlgL9xxbp5DJodphS,https://api.spotify.com/v1/audio-analysis/5X3qOXlgL9xxbp5DJodphS,223434,4
8804,0.116,0.354,10,-10.822,1,0.0334,0.885,0.47,0.105,0.0486,167.893,audio_features,7LP2IqTB6dCUxoyQSJaRZ0,spotify:track:7LP2IqTB6dCUxoyQSJaRZ0,https://api.spotify.com/v1/tracks/7LP2IqTB6dCUxoyQSJaRZ0,https://api.spotify.com/v1/audio-analysis/7LP2IqTB6dCUxoyQSJaRZ0,290047,4
8805,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,audio_features,2bfGNzdiRa1jXZRdfssSzR,spotify:track:2bfGNzdiRa1jXZRdfssSzR,https://api.spotify.com/v1/tracks/2bfGNzdiRa1jXZRdfssSzR,https://api.spotify.com/v1/audio-analysis/2bfGNzdiRa1jXZRdfssSzR,230426,4
8806,0.745,0.525,7,-7.532,1,0.239,0.129,0.0,0.0811,0.376,100.99,audio_features,73Ijn0pKw1YJVP4OO4jUl7,spotify:track:73Ijn0pKw1YJVP4OO4jUl7,https://api.spotify.com/v1/tracks/73Ijn0pKw1YJVP4OO4jUl7,https://api.spotify.com/v1/audio-analysis/73Ijn0pKw1YJVP4OO4jUl7,235360,4
8807,0.827,0.582,0,-7.792,1,0.0451,0.00108,0.044,0.291,0.587,95.883,audio_features,1GMGnMOnYFumU8kNe7YaYQ,spotify:track:1GMGnMOnYFumU8kNe7YaYQ,https://api.spotify.com/v1/tracks/1GMGnMOnYFumU8kNe7YaYQ,https://api.spotify.com/v1/audio-analysis/1GMGnMOnYFumU8kNe7YaYQ,238097,4
8808,0.783,0.304,9,-12.046,0,0.115,0.81,0.0,0.224,0.53,121.032,audio_features,77qAbqP3vVHJ6DrxQv1SYz,spotify:track:77qAbqP3vVHJ6DrxQv1SYz,https://api.spotify.com/v1/tracks/77qAbqP3vVHJ6DrxQv1SYz,https://api.spotify.com/v1/audio-analysis/77qAbqP3vVHJ6DrxQv1SYz,143027,4
8809,0.556,0.855,0,-6.901,1,0.0403,0.174,0.00381,0.261,0.721,117.248,audio_features,43doj2cumGe9W3p5ucxaoH,spotify:track:43doj2cumGe9W3p5ucxaoH,https://api.spotify.com/v1/tracks/43doj2cumGe9W3p5ucxaoH,https://api.spotify.com/v1/audio-analysis/43doj2cumGe9W3p5ucxaoH,223465,4
8810,0.654,0.721,8,-8.476,1,0.139,0.273,0.0,0.344,0.967,94.851,audio_features,5x6EGByCHCfGtVCwg1Z1PG,spotify:track:5x6EGByCHCfGtVCwg1Z1PG,https://api.spotify.com/v1/tracks/5x6EGByCHCfGtVCwg1Z1PG,https://api.spotify.com/v1/audio-analysis/5x6EGByCHCfGtVCwg1Z1PG,130093,4
8811,0.51,0.382,0,-13.637,1,0.0613,0.54,0.0,0.122,0.821,111.63,audio_features,3ApktgPHkNDBWaZCWvOKjK,spotify:track:3ApktgPHkNDBWaZCWvOKjK,https://api.spotify.com/v1/tracks/3ApktgPHkNDBWaZCWvOKjK,https://api.spotify.com/v1/audio-analysis/3ApktgPHkNDBWaZCWvOKjK,151467,1
8812,0.588,0.38,7,-11.879,0,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,audio_features,3mFzIFFFmEXTQs6BDAK2ZZ,spotify:track:3mFzIFFFmEXTQs6BDAK2ZZ,https://api.spotify.com/v1/tracks/3mFzIFFFmEXTQs6BDAK2ZZ,https://api.spotify.com/v1/audio-analysis/3mFzIFFFmEXTQs6BDAK2ZZ,280627,4
8813,0.516,0.967,9,-7.864,1,0.0397,0.136,0.0941,0.0752,0.144,137.128,audio_features,1Z8zXx9a1ZYVYJOjY59RNR,spotify:track:1Z8zXx9a1ZYVYJOjY59RNR,https://api.spotify.com/v1/tracks/1Z8zXx9a1ZYVYJOjY59RNR,https://api.spotify.com/v1/audio-analysis/1Z8zXx9a1ZYVYJOjY59RNR,192760,4
8814,0.509,0.134,11,-19.974,1,0.0964,0.831,0.0,0.119,0.339,83.399,audio_features,2WoGnfG9Za6ouA7tMyvzLa,spotify:track:2WoGnfG9Za6ouA7tMyvzLa,https://api.spotify.com/v1/tracks/2WoGnfG9Za6ouA7tMyvzLa,https://api.spotify.com/v1/audio-analysis/2WoGnfG9Za6ouA7tMyvzLa,160800,4
8815,0.109,0.0157,2,-28.469,0,0.0397,0.996,0.993,0.0778,0.0381,91.75,audio_features,2hRsN3reHuwyLaHq2S1z0Q,spotify:track:2hRsN3reHuwyLaHq2S1z0Q,https://api.spotify.com/v1/tracks/2hRsN3reHuwyLaHq2S1z0Q,https://api.spotify.com/v1/audio-analysis/2hRsN3reHuwyLaHq2S1z0Q,141476,3
8816,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,audio_features,6lrQo6KAYvb92MGk6ZuZlt,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/tracks/6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/audio-analysis/6lrQo6KAYvb92MGk6ZuZlt,249947,4
8817,0.547,0.332,7,-11.81,1,0.0548,0.254,0.0488,0.458,0.604,122.644,audio_features,3kqIinfv9lhyu89j8WxTiv,spotify:track:3kqIinfv9lhyu89j8WxTiv,https://api.spotify.com/v1/tracks/3kqIinfv9lhyu89j8WxTiv,https://api.spotify.com/v1/audio-analysis/3kqIinfv9lhyu89j8WxTiv,249429,4
8818,0.757,0.731,6,-5.704,0,0.0537,0.283,7.67e-05,0.0917,0.67,120.04,audio_features,0JcgDliDqDac8iOFFRm7tZ,spotify:track:0JcgDliDqDac8iOFFRm7tZ,https://api.spotify.com/v1/tracks/0JcgDliDqDac8iOFFRm7tZ,https://api.spotify.com/v1/audio-analysis/0JcgDliDqDac8iOFFRm7tZ,206627,4
8819,0.441,0.575,11,-9.114,0,0.0283,0.315,0.0257,0.0787,0.564,84.667,audio_features,45VBahAaTCbUF1Y5lgx8aP,spotify:track:45VBahAaTCbUF1Y5lgx8aP,https://api.spotify.com/v1/tracks/45VBahAaTCbUF1Y5lgx8aP,https://api.spotify.com/v1/audio-analysis/45VBahAaTCbUF1Y5lgx8aP,156293,4
8820,0.549,0.193,0,-14.634,0,0.0317,0.301,0.000542,0.108,0.239,113.381,audio_features,6JVngSxUtrYkWfFmFWmtm5,spotify:track:6JVngSxUtrYkWfFmFWmtm5,https://api.spotify.com/v1/tracks/6JVngSxUtrYkWfFmFWmtm5,https://api.spotify.com/v1/audio-analysis/6JVngSxUtrYkWfFmFWmtm5,320320,3
8821,0.395,0.0333,8,-17.69,1,0.0304,0.984,1.82e-06,0.302,0.192,96.224,audio_features,6DVl0zKjeIMmIg26EgnBTB,spotify:track:6DVl0zKjeIMmIg26EgnBTB,https://api.spotify.com/v1/tracks/6DVl0zKjeIMmIg26EgnBTB,https://api.spotify.com/v1/audio-analysis/6DVl0zKjeIMmIg26EgnBTB,176333,1
8822,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,audio_features,2mxByJWOajjiVsLWjNXvDJ,spotify:track:2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/audio-analysis/2mxByJWOajjiVsLWjNXvDJ,207240,3
8823,0.441,0.274,1,-12.691,1,0.0276,0.511,0.000621,0.122,0.193,94.911,audio_features,6aV2qifrzZkfT2PW3gsWDE,spotify:track:6aV2qifrzZkfT2PW3gsWDE,https://api.spotify.com/v1/tracks/6aV2qifrzZkfT2PW3gsWDE,https://api.spotify.com/v1/audio-analysis/6aV2qifrzZkfT2PW3gsWDE,220533,4
8824,0.353,0.261,1,-14.08,0,0.0379,0.64,0.000332,0.132,0.264,122.423,audio_features,14wptXR2xsGAbmbsNwQkQD,spotify:track:14wptXR2xsGAbmbsNwQkQD,https://api.spotify.com/v1/tracks/14wptXR2xsGAbmbsNwQkQD,https://api.spotify.com/v1/audio-analysis/14wptXR2xsGAbmbsNwQkQD,541120,5
8825,0.608,0.548,0,-8.415,1,0.0276,0.195,0.0184,0.136,0.542,140.03,audio_features,1ApsBaz9fpPptVZxgqtOy3,spotify:track:1ApsBaz9fpPptVZxgqtOy3,https://api.spotify.com/v1/tracks/1ApsBaz9fpPptVZxgqtOy3,https://api.spotify.com/v1/audio-analysis/1ApsBaz9fpPptVZxgqtOy3,290827,4
